
Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:06 2025
Timers Off: Sat Jan 25 21:32:07 2025

Wall Time:        0.38 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| DFH: AO Construction              :      0.000u      0.000s      0.002w      1 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.033u      0.167s      0.010w      1 calls
| V: Grid                           :      0.017u      0.050s      0.003w      1 calls
| | build grid                      :      0.000u      0.017s      0.001w      1 calls
| | post-process grid               :      0.017u      0.033s      0.001w      1 calls
| SAP: Form V                       :      0.017u      0.117s      0.007w      1 calls
| | Properties                      :      0.000u      0.067s      0.003w    215 calls
| | Functional                      :      0.000u      0.017s      0.001w    215 calls
| | V_xc                            :      0.017u      0.033s      0.002w    215 calls
HF: Form G                          :      2.750u      1.150s      0.229w      9 calls
| UV: Form V                        :      2.567u      1.117s      0.213w      9 calls
| | Properties                      :      0.667u      0.200s      0.057w   1935 calls
| | Functional                      :      1.000u      0.467s      0.073w   1935 calls
| | V_xc                            :      0.833u      0.333s      0.074w   1935 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      9 calls
| JK: JK                            :      0.183u      0.000s      0.014w      9 calls
| | DFH: compute_JK()               :      0.183u      0.000s      0.014w      9 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      9 calls
| | | DFH: compute_J                :      0.017u      0.000s      0.001w      9 calls
| | | DFH: compute_K                :      0.167u      0.000s      0.013w      9 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      1.167u      1.200s      0.137w      9 calls
HF: Form C                          :      0.017u      0.000s      0.001w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:27 2025
Timers Off: Sat Jan 25 21:32:27 2025

Wall Time:        0.33 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: Joses-MacBook-Pro-2.local

Timers On : Sat Jan 25 21:32:27 2025
Timers Off: Sat Jan 25 21:32:28 2025

Wall Time:        0.77 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.000u      0.050s      0.005w      2 calls
build grid                          :      0.000u      0.017s      0.002w      2 calls
post-process grid                   :      0.000u      0.033s      0.003w      2 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.003w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.003w      3 calls
DFH: initialize()                   :      0.033u      0.000s      0.007w      1 calls
DFH: AO Construction                :      0.017u      0.000s      0.002w      1 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.001w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.001w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.033u      0.250s      0.017w      1 calls
SAP: Form V                         :      0.033u      0.200s      0.013w      1 calls
Properties                          :      0.633u      0.567s      0.061w   1935 calls
Functional                          :      0.683u      0.450s      0.078w   1935 calls
V_xc                                :      0.600u      0.733s      0.071w   1935 calls
HF: Form G                          :      2.133u      1.683s      0.217w      8 calls
UV: Form V                          :      1.950u      1.667s      0.208w      8 calls
JK: D                               :      0.000u      0.000s      0.000w      8 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      8 calls
JK: JK                              :      0.183u      0.017s      0.007w      8 calls
DFH: compute_JK()                   :      0.183u      0.017s      0.007w      8 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      8 calls
DFH: compute_J                      :      0.017u      0.000s      0.001w      8 calls
DFH: compute_K                      :      0.167u      0.017s      0.007w      8 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      8 calls
HF: Form F                          :      0.000u      0.000s      0.000w      8 calls
